osm_id,city,latitude,longitude,area_m2,roof_type,runoff_coeff,building,building_levels
83981239,Colombo,6.9247,79.8756,1401.8300,Concrete,0.8500,yes,
98046408,Colombo,6.9302,79.8469,1631.9300,Asbestos,0.7000,office,8
105734017,Colombo,6.9353,79.8612,6280.3100,Concrete,0.8500,yes,
105734020,Colombo,6.9207,79.8563,3760.8300,Concrete,0.8500,yes,3
114472752,Colombo,6.9420,79.8527,512.1100,Asbestos,0.7000,yes,
114472754,Colombo,6.9438,79.8538,694.5800,Concrete,0.8500,yes,
114472756,Colombo,6.9528,79.8451,86.7000,Concrete,0.8500,yes,
114472757,Colombo,6.9419,79.8429,482.0900,Concrete,0.8500,roof,
114472758,Colombo,6.9533,79.8456,256.4000,Asbestos,0.7000,yes,
114472761,Colombo,6.9414,79.8463,6020.2100,Asbestos,0.7000,yes,
114472762,Colombo,6.9524,79.8450,303.9000,Asbestos,0.7000,yes,
114472763,Colombo,6.9413,79.8425,323.3600,Concrete,0.8500,yes,
114472768,Colombo,6.9376,79.8481,2778.3200,Concrete,0.8500,yes,
114472769,Colombo,6.9413,79.8427,923.1100,Concrete,0.8500,yes,
114472775,Colombo,6.9386,79.8462,486.8600,Asbestos,0.7000,yes,
114472776,Colombo,6.9402,79.8501,1391.6500,Asbestos,0.7000,yes,
114472778,Colombo,6.9403,79.8429,676.3900,Asbestos,0.7000,yes,
114472779,Colombo,6.9397,79.8501,2465.9800,Asbestos,0.7000,yes,
114472780,Colombo,6.9410,79.8437,181.0300,Concrete,0.8500,yes,
114472782,Colombo,6.9441,79.8540,1143.4400,Concrete,0.8500,yes,
114472785,Colombo,6.9396,79.8458,5522.2000,Concrete,0.8500,yes,
114472787,Colombo,6.9443,79.8544,2486.1400,Asbestos,0.7000,yes,
114472791,Colombo,6.9531,79.8454,81.7500,Concrete,0.8500,yes,
114472793,Colombo,6.9412,79.8469,6020.0600,Concrete,0.8500,yes,
114472795,Colombo,6.9394,79.8464,5521.4900,Concrete,0.8500,yes,
114472796,Colombo,6.9412,79.8442,382.9700,Asbestos,0.7000,yes,
114472797,Colombo,6.9412,79.8521,203.7500,Asbestos,0.7000,yes,
114472798,Colombo,6.9523,79.8449,152.5800,Asbestos,0.7000,yes,
114472800,Colombo,6.9416,79.8525,243.3300,Asbestos,0.7000,yes,
114472801,Colombo,6.9463,79.8553,3986.3900,Concrete,0.8500,yes,
114472805,Colombo,6.9386,79.8498,350.1000,Concrete,0.8500,yes,
114472806,Colombo,6.9411,79.8519,234.7400,Concrete,0.8500,yes,
114472807,Colombo,6.9395,79.8424,1813.9400,Asbestos,0.7000,yes,
114472808,Colombo,6.9388,79.8494,55.0300,Asbestos,0.7000,yes,
114472810,Colombo,6.9385,79.8455,491.3100,Asbestos,0.7000,yes,
114472811,Colombo,6.9405,79.8524,2223.8900,Asbestos,0.7000,yes,
114472815,Colombo,6.9400,79.8498,1361.2400,Asbestos,0.7000,yes,
114472817,Colombo,6.9408,79.8432,188.5800,Asbestos,0.7000,yes,
114472819,Colombo,6.9416,79.8527,149.4300,Asbestos,0.7000,yes,
114472821,Colombo,6.9415,79.8433,1577.8800,Concrete,0.8500,yes,
114472823,Colombo,6.9425,79.8530,286.2000,Asbestos,0.7000,yes,
114472826,Colombo,6.9432,79.8537,1678.3300,Concrete,0.8500,yes,
114472828,Colombo,6.9529,79.8453,210.1600,Concrete,0.8500,yes,
114472829,Colombo,6.9414,79.8438,1840.3400,Asbestos,0.7000,yes,
114472832,Colombo,6.9392,79.8498,1865.3500,Concrete,0.8500,yes,
114472835,Colombo,6.9406,79.8514,2442.5600,Concrete,0.8500,yes,
114472839,Colombo,6.9384,79.8446,514.3300,Asbestos,0.7000,yes,
114472842,Colombo,6.9401,79.8507,2778.1300,Asbestos,0.7000,yes,
114472844,Colombo,6.9407,79.8436,1559.2300,Concrete,0.8500,yes,
114473513,Colombo,6.9417,79.8535,632.1300,Asbestos,0.7000,yes,
156195938,Colombo,6.9189,79.8519,2229.9700,Asbestos,0.7000,yes,
173114261,Colombo,6.9185,79.8612,730.3700,Tile,0.8000,yes,
174873416,Colombo,6.9406,79.8797,1247.9500,Concrete,0.8500,office,5
196803023,Colombo,6.9310,79.8441,5981.1900,Concrete,0.8500,yes,4
196803230,Colombo,6.9322,79.8448,8351.9800,Concrete,0.8500,yes,
196803667,Colombo,6.9192,79.8483,1303.6500,Concrete,0.8500,yes,
198142595,Colombo,6.9129,79.8591,1487.3600,Asbestos,0.7000,yes,
198345726,Colombo,6.9192,79.8468,565.3200,Concrete,0.8500,yes,1
200567917,Colombo,6.9338,79.8553,507.3700,Concrete,0.8500,yes,
200567918,Colombo,6.9337,79.8553,647.4000,Asbestos,0.7000,yes,
200567919,Colombo,6.9336,79.8553,760.5300,Asbestos,0.7000,yes,
200567920,Colombo,6.9335,79.8552,725.2500,Concrete,0.8500,yes,
219546355,Colombo,6.9556,79.8571,4714.2100,Asbestos,0.7000,yes,
219546356,Colombo,6.9562,79.8573,239.8100,Concrete,0.8500,yes,
219546358,Colombo,6.9452,79.8547,499.8000,Concrete,0.8500,yes,
219546369,Colombo,6.9542,79.8581,7075.9200,Concrete,0.8500,warehouse,
219546370,Colombo,6.9535,79.8564,1061.1000,Asbestos,0.7000,yes,
219546373,Colombo,6.9485,79.8560,1889.5700,Concrete,0.8500,yes,
219546375,Colombo,6.9477,79.8558,738.8900,Asbestos,0.7000,yes,
219546376,Colombo,6.9561,79.8583,1533.1200,Asbestos,0.7000,yes,
219546377,Colombo,6.9546,79.8571,420.2300,Asbestos,0.7000,yes,
219546380,Colombo,6.9534,79.8567,1320.6300,Asbestos,0.7000,yes,
219546381,Colombo,6.9452,79.8556,320.4200,Asbestos,0.7000,yes,
219546383,Colombo,6.9559,79.8568,832.9400,Concrete,0.8500,yes,
219546385,Colombo,6.9554,79.8567,2602.9200,Asbestos,0.7000,yes,
219546386,Colombo,6.9479,79.8583,1595.6900,Asbestos,0.7000,yes,
219546387,Colombo,6.9548,79.8569,2720.9700,Asbestos,0.7000,yes,
222088989,Colombo,6.9472,79.8629,330.6600,Asbestos,0.7000,yes,
224056305,Colombo,6.9323,79.8493,4908.3600,Concrete,0.8500,yes,
224056845,Colombo,6.9328,79.8496,669.9500,Asbestos,0.7000,yes,
224056885,Colombo,6.9328,79.8500,703.9000,Concrete,0.8500,yes,
224056994,Colombo,6.9321,79.8504,3321.0700,Concrete,0.8500,yes,
224057099,Colombo,6.9320,79.8510,216.4600,Asbestos,0.7000,yes,
224057707,Colombo,6.9322,79.8460,227.4400,Concrete,0.8500,yes,
224059978,Colombo,6.9314,79.8541,427.9400,Asbestos,0.7000,yes,
224060218,Colombo,6.9303,79.8554,3233.1500,Asbestos,0.7000,warehouse,2
224060484,Colombo,6.9280,79.8579,1860.3400,Asbestos,0.7000,public,12
224061231,Colombo,6.9274,79.8594,676.5600,Concrete,0.8500,office,
224061437,Colombo,6.9269,79.8606,830.9600,Asbestos,0.7000,yes,
224061458,Colombo,6.9268,79.8609,395.2500,Asbestos,0.7000,yes,
224062633,Colombo,6.9277,79.8640,1432.4800,Asbestos,0.7000,mosque,
224072485,Colombo,6.9262,79.8620,477.8700,Asbestos,0.7000,yes,
224072519,Colombo,6.9254,79.8620,409.3200,Concrete,0.8500,retail,
224072777,Colombo,6.9257,79.8616,295.3000,Asbestos,0.7000,yes,
224073469,Colombo,6.9224,79.8619,1302.5900,Asbestos,0.7000,retail,2
224074795,Colombo,6.9213,79.8619,885.1200,Asbestos,0.7000,yes,
224074839,Colombo,6.9216,79.8623,183.7500,Concrete,0.8500,yes,
224074930,Colombo,6.9213,79.8623,241.7700,Asbestos,0.7000,yes,
224198302,Colombo,6.9366,79.8414,361.1200,Asbestos,0.7000,yes,
224198564,Colombo,6.9343,79.8436,1028.7300,Asbestos,0.7000,yes,
228985622,Colombo,6.9190,79.8477,748.6000,Concrete,0.8500,yes,
228985630,Colombo,6.9372,79.8542,1936.5000,Concrete,0.8500,commercial,
230199337,Colombo,6.9344,79.8456,1012.7200,Concrete,0.8500,yes,
230202030,Colombo,6.9353,79.8452,1043.4400,Asbestos,0.7000,yes,
231068276,Colombo,6.9233,79.8618,937.7300,Concrete,0.8500,retail,
231068277,Colombo,6.9223,79.8625,398.5800,Concrete,0.8500,yes,
231068279,Colombo,6.9175,79.8608,6804.1600,Concrete,0.8500,retail,1
231068281,Colombo,6.9207,79.8626,2242.1500,Asbestos,0.7000,yes,23
231068283,Colombo,6.9226,79.8632,1009.6800,Asbestos,0.7000,yes,
231068284,Colombo,6.9240,79.8621,962.1300,Asbestos,0.7000,retail,
231068285,Colombo,6.9217,79.8634,1492.5900,Concrete,0.8500,yes,
231068288,Colombo,6.9224,79.8627,761.8300,Asbestos,0.7000,yes,
232498486,Colombo,6.9700,79.8729,248.4000,Asbestos,0.7000,yes,0
232514810,Colombo,6.9337,79.8501,1066.4800,Asbestos,0.7000,train_station,
235939390,Colombo,6.9702,79.8727,324.8500,Concrete,0.8500,yes,
239289919,Colombo,6.9323,79.8594,1212.4100,Asbestos,0.7000,yes,
240245738,Colombo,6.9371,79.8457,1860.2200,Concrete,0.8500,yes,5
240246556,Colombo,6.9357,79.8454,199.5300,Concrete,0.8500,yes,
240246641,Colombo,6.9358,79.8453,1458.9300,Concrete,0.8500,yes,
248410104,Colombo,6.9215,79.8683,389.3300,Asbestos,0.7000,yes,
248410105,Colombo,6.9216,79.8687,754.5400,Concrete,0.8500,yes,
248410107,Colombo,6.9214,79.8685,361.3600,Concrete,0.8500,yes,
248410395,Colombo,6.9201,79.8650,1665.7200,Concrete,0.8500,office,
250696169,Colombo,6.9434,79.8599,152.3500,Asbestos,0.7000,yes,
250696170,Colombo,6.9431,79.8597,387.1900,Asbestos,0.7000,yes,
250696171,Colombo,6.9433,79.8600,221.0200,Asbestos,0.7000,yes,
250696172,Colombo,6.9430,79.8598,238.6900,Asbestos,0.7000,yes,
250696173,Colombo,6.9429,79.8594,571.0600,Asbestos,0.7000,yes,
250696174,Colombo,6.9432,79.8595,426.8800,Asbestos,0.7000,yes,
250696175,Colombo,6.9433,79.8603,558.4700,Asbestos,0.7000,yes,
250696176,Colombo,6.9433,79.8598,263.1500,Concrete,0.8500,yes,
250699732,Colombo,6.9436,79.8595,547.7500,Asbestos,0.7000,yes,
250699733,Colombo,6.9436,79.8598,105.0700,Concrete,0.8500,yes,
256199750,Colombo,6.9172,79.8474,705.2400,Concrete,0.8500,yes,17
256199751,Colombo,6.9172,79.8469,572.1500,Asbestos,0.7000,apartments,12
256199752,Colombo,6.9174,79.8474,326.5200,Concrete,0.8500,commercial,1
262171721,Colombo,6.9291,79.8496,3787.8400,Concrete,0.8500,yes,8
262527815,Colombo,6.9333,79.8430,1496.5800,Asbestos,0.7000,yes,12
262528224,Colombo,6.9374,79.8450,1279.2600,Concrete,0.8500,yes,
262531246,Colombo,6.9339,79.8433,114.1800,Asbestos,0.7000,yes,
262531866,Colombo,6.9366,79.8460,850.4600,Concrete,0.8500,yes,5
262531867,Colombo,6.9370,79.8460,1823.9200,Asbestos,0.7000,yes,
262531868,Colombo,6.9368,79.8465,2496.7300,Asbestos,0.7000,yes,5
262531869,Colombo,6.9366,79.8457,1241.2900,Asbestos,0.7000,yes,5
262531870,Colombo,6.9366,79.8453,1063.6900,Concrete,0.8500,yes,5
263768173,Colombo,6.9317,79.8431,1741.3100,Asbestos,0.7000,yes,16
264454085,Colombo,6.9361,79.8516,675.3200,Concrete,0.8500,yes,
264454086,Colombo,6.9356,79.8515,352.5400,Asbestos,0.7000,yes,
300950810,Colombo,6.9182,79.8487,8819.9100,Asbestos,0.7000,yes,8
300950811,Colombo,6.9179,79.8480,920.3000,Asbestos,0.7000,apartments,24
300950813,Colombo,6.9185,79.8478,1110.2500,Asbestos,0.7000,apartments,36
300950814,Colombo,6.9192,79.8480,254.4900,Asbestos,0.7000,yes,
300950816,Colombo,6.9190,79.8481,260.1400,Asbestos,0.7000,yes,
300950817,Colombo,6.9198,79.8480,1610.9200,Concrete,0.8500,apartments,30
300950818,Colombo,6.9182,79.8479,1159.1400,Concrete,0.8500,yes,
303295579,Colombo,6.9383,79.8433,1063.8300,Asbestos,0.7000,yes,
303295580,Colombo,6.9349,79.8413,236.8400,Asbestos,0.7000,yes,
303295581,Colombo,6.9387,79.8424,1282.5700,Asbestos,0.7000,yes,2
303295582,Colombo,6.9348,79.8411,441.1600,Concrete,0.8500,yes,
303295583,Colombo,6.9372,79.8422,733.1300,Asbestos,0.7000,yes,
303295586,Colombo,6.9391,79.8419,77.1900,Concrete,0.8500,yes,
303295590,Colombo,6.9394,79.8437,68.5900,Concrete,0.8500,yes,
303295591,Colombo,6.9368,79.8420,596.8100,Concrete,0.8500,yes,
303295594,Colombo,6.9366,79.8417,304.6900,Asbestos,0.7000,yes,
303295595,Colombo,6.9411,79.8441,29.2300,Concrete,0.8500,yes,
303295596,Colombo,6.9387,79.8419,81.5800,Asbestos,0.7000,yes,
303295600,Colombo,6.9365,79.8418,682.0100,Asbestos,0.7000,yes,
303295601,Colombo,6.9389,79.8422,263.1500,Asbestos,0.7000,yes,
303295602,Colombo,6.9396,79.8433,101.5600,Asbestos,0.7000,yes,
303295603,Colombo,6.9411,79.8442,39.7300,Concrete,0.8500,yes,
303295604,Colombo,6.9379,79.8423,1250.9800,Concrete,0.8500,yes,
306673484,Colombo,6.9362,79.8466,2210.2700,Asbestos,0.7000,yes,
307532497,Colombo,6.9219,79.8720,1328.3800,Concrete,0.8500,commercial,
308826579,Colombo,6.9363,79.8473,1432.1500,Asbestos,0.7000,yes,
312872645,Colombo,6.9559,79.8628,853.5600,Asbestos,0.7000,roof,
312876136,Colombo,6.9371,79.8498,212.8700,Asbestos,0.7000,yes,
312876181,Colombo,6.9381,79.8458,661.2000,Concrete,0.8500,yes,2
312913564,Colombo,6.9316,79.8697,1501.8200,Asbestos,0.7000,yes,
312963713,Colombo,6.9340,79.8684,443.8100,Asbestos,0.7000,apartments,
313262142,Colombo,6.9373,79.8497,388.7600,Asbestos,0.7000,yes,
320613588,Colombo,6.9297,79.8655,5419.4900,Metal_Sheet,0.9000,yes,
327732958,Colombo,6.9345,79.8432,652.8700,Concrete,0.8500,office,6
327732960,Colombo,6.9342,79.8431,954.9700,Concrete,0.8500,yes,10
327733923,Colombo,6.9369,79.8449,566.1500,Concrete,0.8500,yes,
327733924,Colombo,6.9343,79.8466,2006.4200,Concrete,0.8500,yes,3
330817921,Colombo,6.9166,79.8639,519.9900,Asbestos,0.7000,yes,2
340617005,Colombo,6.9310,79.8429,1991.8800,Asbestos,0.7000,yes,3
341944267,Colombo,6.9226,79.8468,4343.5600,Concrete,0.8500,hotel,10
341957364,Colombo,6.9172,79.8485,1089.5200,Concrete,0.8500,residential,28
341980667,Colombo,6.9345,79.8423,1948.1500,Asbestos,0.7000,yes,9
341980668,Colombo,6.9339,79.8423,1792.4500,Asbestos,0.7000,yes,11
341982690,Colombo,6.9330,79.8419,1277.3400,Concrete,0.8500,hotel,9
341982691,Colombo,6.9196,79.8462,1127.1900,Asbestos,0.7000,yes,4
341982692,Colombo,6.9205,79.8461,2033.8500,Concrete,0.8500,yes,4
341982694,Colombo,6.9201,79.8462,1828.1900,Asbestos,0.7000,yes,4
341982695,Colombo,6.9200,79.8465,2056.7100,Asbestos,0.7000,yes,2
341982696,Colombo,6.9183,79.8471,1742.4500,Concrete,0.8500,yes,10
342471774,Colombo,6.9326,79.8439,6493.7200,Concrete,0.8500,industrial,
343965180,Colombo,6.9379,79.8777,2124.2200,Asbestos,0.7000,public,9
355229914,Colombo,6.9350,79.8546,1207.9400,Asbestos,0.7000,yes,2
355230315,Colombo,6.9348,79.8473,4739.9700,Concrete,0.8500,construction,
355230316,Colombo,6.9345,79.8461,937.9000,Concrete,0.8500,yes,10
355232830,Colombo,6.9352,79.8536,327.0100,Asbestos,0.7000,yes,8
355254671,Colombo,6.9200,79.8617,968.0300,Asbestos,0.7000,yes,12
355856630,Colombo,6.9405,79.8789,2969.1100,Concrete,0.8500,office,20
359949481,Colombo,6.9356,79.8458,1113.1800,Concrete,0.8500,yes,15
359949483,Colombo,6.9360,79.8459,1085.7900,Asbestos,0.7000,yes,6
359949485,Colombo,6.9222,79.8604,1927.3000,Asbestos,0.7000,commercial,6
359949487,Colombo,6.9372,79.8454,957.8700,Tile,0.8000,yes,5
359950836,Colombo,6.9331,79.8572,1386.5900,Asbestos,0.7000,yes,10
359985983,Colombo,6.9223,79.8699,450.6400,Asbestos,0.7000,yes,5
359985984,Colombo,6.9213,79.8708,537.1800,Concrete,0.8500,yes,3
359993783,Colombo,6.9297,79.8483,1096.5300,Asbestos,0.7000,yes,15
361316459,Colombo,6.9245,79.8689,705.6700,Asbestos,0.7000,library,
368889137,Colombo,6.9261,79.8508,1975.7900,Concrete,0.8500,yes,4
368889138,Colombo,6.9265,79.8508,1818.9200,Asbestos,0.7000,yes,2
371769871,Colombo,6.9646,79.8681,641.3200,Concrete,0.8500,residential,
372915851,Colombo,6.9330,79.8636,493.6800,Concrete,0.8500,apartments,4
374793584,Colombo,6.9350,79.8431,566.9900,Concrete,0.8500,yes,7
374793585,Colombo,6.9353,79.8433,1505.1900,Asbestos,0.7000,yes,4
374793743,Colombo,6.9374,79.8438,3939.3800,Asbestos,0.7000,yes,3
374793744,Colombo,6.9357,79.8447,2649.3700,Concrete,0.8500,yes,
374793746,Colombo,6.9366,79.8444,834.2600,Asbestos,0.7000,yes,
374793747,Colombo,6.9367,79.8441,524.4500,Asbestos,0.7000,yes,5
374793748,Colombo,6.9357,79.8442,859.3200,Asbestos,0.7000,yes,5
374793749,Colombo,6.9360,79.8435,2101.6100,Concrete,0.8500,yes,3
374793750,Colombo,6.9370,79.8442,773.4700,Concrete,0.8500,yes,
374793751,Colombo,6.9365,79.8447,1077.6500,Asbestos,0.7000,yes,
386050443,Colombo,6.9157,79.8554,3001.7300,Concrete,0.8500,yes,6
389071653,Colombo,6.9204,79.8657,4066.2200,Asbestos,0.7000,hospital,14
389383656,Colombo,6.9335,79.8441,752.0700,Asbestos,0.7000,yes,
389383657,Colombo,6.9343,79.8444,257.8000,Concrete,0.8500,yes,
389383658,Colombo,6.9337,79.8442,194.4300,Asbestos,0.7000,yes,
389383659,Colombo,6.9335,79.8443,334.8700,Asbestos,0.7000,yes,
389383660,Colombo,6.9339,79.8446,315.7600,Asbestos,0.7000,office,
389383661,Colombo,6.9341,79.8442,107.0500,Concrete,0.8500,yes,
389383662,Colombo,6.9344,79.8441,117.7100,Concrete,0.8500,yes,
389383665,Colombo,6.9334,79.8439,109.0300,Concrete,0.8500,yes,
389383666,Colombo,6.9343,79.8441,86.3600,Concrete,0.8500,yes,
389383667,Colombo,6.9335,79.8440,120.3800,Asbestos,0.7000,yes,
389383668,Colombo,6.9338,79.8433,41.8500,Concrete,0.8500,yes,
389383669,Colombo,6.9343,79.8443,85.5500,Tile,0.8000,yes,
389383670,Colombo,6.9342,79.8443,17.9500,Asbestos,0.7000,yes,
389383671,Colombo,6.9343,79.8440,92.4600,Concrete,0.8500,yes,
389383673,Colombo,6.9338,79.8440,216.7900,Concrete,0.8500,yes,
389383675,Colombo,6.9337,79.8445,215.0900,Asbestos,0.7000,yes,
389383676,Colombo,6.9336,79.8440,117.1500,Asbestos,0.7000,yes,
389383677,Colombo,6.9343,79.8443,109.9300,Concrete,0.8500,yes,
389383678,Colombo,6.9340,79.8444,125.5900,Concrete,0.8500,yes,
389383679,Colombo,6.9336,79.8444,169.0400,Concrete,0.8500,yes,
389383680,Colombo,6.9338,79.8441,72.5000,Asbestos,0.7000,yes,
389383681,Colombo,6.9334,79.8444,293.5000,Asbestos,0.7000,yes,
389383682,Colombo,6.9342,79.8443,47.3200,Asbestos,0.7000,yes,
389383683,Colombo,6.9343,79.8441,120.0400,Concrete,0.8500,yes,
389383684,Colombo,6.9343,79.8442,205.5000,Concrete,0.8500,yes,
389383685,Colombo,6.9341,79.8443,135.5500,Asbestos,0.7000,yes,
389383686,Colombo,6.9337,79.8444,153.1700,Asbestos,0.7000,yes,
389383687,Colombo,6.9337,79.8441,76.0600,Asbestos,0.7000,yes,
389383688,Colombo,6.9340,79.8444,263.0100,Concrete,0.8500,yes,
389383689,Colombo,6.9337,79.8443,140.6300,Concrete,0.8500,yes,
389383690,Colombo,6.9338,79.8441,112.1600,Asbestos,0.7000,yes,
389384764,Colombo,6.9327,79.8420,1290.5500,Asbestos,0.7000,yes,9
389384765,Colombo,6.9328,79.8418,1548.3100,Concrete,0.8500,yes,
389384766,Colombo,6.9339,79.8430,785.7900,Asbestos,0.7000,yes,
389384767,Colombo,6.9328,79.8422,114.4000,Concrete,0.8500,roof,1
389384769,Colombo,6.9324,79.8421,260.1300,Asbestos,0.7000,yes,
389384770,Colombo,6.9325,79.8420,651.4400,Asbestos,0.7000,yes,
390002701,Colombo,6.9223,79.8660,218.7000,Concrete,0.8500,yes,2
391517690,Colombo,6.9189,79.8626,283.8100,Asbestos,0.7000,commercial,3
391891492,Colombo,6.9342,79.8446,433.6900,Asbestos,0.7000,yes,
391891494,Colombo,6.9343,79.8445,207.7500,Asbestos,0.7000,yes,
391895549,Colombo,6.9347,79.8443,513.9800,Asbestos,0.7000,yes,
391895550,Colombo,6.9352,79.8438,290.2200,Tile,0.8000,yes,
391895551,Colombo,6.9351,79.8447,393.8300,Asbestos,0.7000,yes,
391895553,Colombo,6.9351,79.8444,222.5800,Asbestos,0.7000,yes,
391895556,Colombo,6.9350,79.8445,177.2900,Asbestos,0.7000,yes,
391895557,Colombo,6.9352,79.8443,103.8300,Concrete,0.8500,yes,
391895559,Colombo,6.9351,79.8443,126.9100,Concrete,0.8500,yes,
391895560,Colombo,6.9347,79.8442,211.9500,Asbestos,0.7000,yes,
391895561,Colombo,6.9352,79.8445,130.9100,Asbestos,0.7000,yes,
391895562,Colombo,6.9350,79.8441,39.6000,Asbestos,0.7000,yes,
391895563,Colombo,6.9352,79.8445,95.0300,Concrete,0.8500,yes,
391895564,Colombo,6.9347,79.8446,319.1000,Concrete,0.8500,yes,
391895565,Colombo,6.9350,79.8442,55.6700,Asbestos,0.7000,yes,
391895566,Colombo,6.9348,79.8445,237.2300,Asbestos,0.7000,yes,
391895567,Colombo,6.9346,79.8445,353.5400,Asbestos,0.7000,yes,
391895570,Colombo,6.9349,79.8441,129.0300,Asbestos,0.7000,yes,
391895571,Colombo,6.9346,79.8446,256.5000,Concrete,0.8500,yes,
391895572,Colombo,6.9349,79.8447,445.1600,Asbestos,0.7000,yes,
391895573,Colombo,6.9350,79.8446,132.2900,Asbestos,0.7000,yes,
391895574,Colombo,6.9352,79.8442,363.8800,Asbestos,0.7000,yes,
391895575,Colombo,6.9349,79.8445,209.0500,Asbestos,0.7000,yes,
391895576,Colombo,6.9351,79.8442,308.7600,Asbestos,0.7000,yes,
391895577,Colombo,6.9351,79.8445,106.1300,Concrete,0.8500,yes,
391895579,Colombo,6.9351,79.8446,144.5300,Asbestos,0.7000,yes,
391895580,Colombo,6.9348,79.8441,565.6300,Concrete,0.8500,yes,
391895581,Colombo,6.9352,79.8437,409.8400,Asbestos,0.7000,yes,
391954331,Colombo,6.9248,79.8605,881.3100,Concrete,0.8500,yes,
391954831,Colombo,6.9248,79.8594,2075.6200,Concrete,0.8500,school,3
392137276,Colombo,6.9588,79.8738,3953.2500,Concrete,0.8500,industrial,
392155861,Colombo,6.9610,79.8556,4168.5600,Concrete,0.8500,industrial,
392155862,Colombo,6.9609,79.8545,2949.4500,Concrete,0.8500,yes,
392155863,Colombo,6.9608,79.8538,2335.6100,Concrete,0.8500,industrial,
392155864,Colombo,6.9618,79.8605,290.0400,Concrete,0.8500,yes,
392155865,Colombo,6.9619,79.8604,284.7500,Asbestos,0.7000,yes,
392160892,Colombo,6.9605,79.8572,3505.2100,Asbestos,0.7000,industrial,
392160893,Colombo,6.9597,79.8570,60.3000,Asbestos,0.7000,yes,
392160897,Colombo,6.9613,79.8571,859.5200,Concrete,0.8500,yes,
392160899,Colombo,6.9616,79.8569,1007.9900,Asbestos,0.7000,yes,
392160901,Colombo,6.9615,79.8577,4586.8300,Asbestos,0.7000,industrial,
392160903,Colombo,6.9623,79.8604,72.5000,Concrete,0.8500,yes,
392160905,Colombo,6.9620,79.8602,96.7300,Asbestos,0.7000,yes,
392160907,Colombo,6.9622,79.8586,4855.3800,Asbestos,0.7000,industrial,
392160909,Colombo,6.9601,79.8572,572.7700,Asbestos,0.7000,yes,
392160910,Colombo,6.9583,79.8586,3557.3400,Asbestos,0.7000,industrial,
392160911,Colombo,6.9580,79.8586,3048.1000,Asbestos,0.7000,industrial,
392160918,Colombo,6.9608,79.8585,3345.2400,Asbestos,0.7000,yes,
392160920,Colombo,6.9617,79.8614,1859.7200,Asbestos,0.7000,yes,
392160926,Colombo,6.9589,79.8619,679.5000,Asbestos,0.7000,yes,
392160931,Colombo,6.9621,79.8656,2313.6700,Asbestos,0.7000,yes,
392160940,Colombo,6.9625,79.8640,1199.8600,Concrete,0.8500,yes,
392160943,Colombo,6.9631,79.8629,1261.9000,Asbestos,0.7000,school,
392160945,Colombo,6.9637,79.8629,1081.3700,Concrete,0.8500,church,
392160951,Colombo,6.9624,79.8626,1135.0800,Concrete,0.8500,school,
392160953,Colombo,6.9685,79.8687,887.1100,Asbestos,0.7000,yes,
392170134,Colombo,6.9656,79.8663,1493.4100,Asbestos,0.7000,yes,
392170135,Colombo,6.9652,79.8668,486.6000,Asbestos,0.7000,school,
392170136,Colombo,6.9650,79.8670,527.7900,Concrete,0.8500,school,
392170140,Colombo,6.9633,79.8679,376.4900,Concrete,0.8500,apartments,
392170141,Colombo,6.9631,79.8677,753.9700,Concrete,0.8500,apartments,
392170142,Colombo,6.9639,79.8653,583.9400,Asbestos,0.7000,school,
392170144,Colombo,6.9648,79.8651,675.1300,Concrete,0.8500,yes,
392170145,Colombo,6.9645,79.8653,274.9300,Asbestos,0.7000,public,
392170147,Colombo,6.9627,79.8662,662.5300,Concrete,0.8500,yes,
392170148,Colombo,6.9626,79.8670,638.6200,Asbestos,0.7000,yes,
392170149,Colombo,6.9625,79.8669,838.0900,Concrete,0.8500,yes,
392170150,Colombo,6.9626,79.8661,657.3900,Concrete,0.8500,yes,
392170151,Colombo,6.9619,79.8664,1110.0300,Asbestos,0.7000,yes,
392170152,Colombo,6.9628,79.8671,402.7000,Concrete,0.8500,apartments,
392170164,Colombo,6.9559,79.8646,2089.5700,Asbestos,0.7000,warehouse,
392170167,Colombo,6.9596,79.8666,1294.2700,Concrete,0.8500,yes,
392170168,Colombo,6.9599,79.8669,1535.3000,Asbestos,0.7000,yes,
392170170,Colombo,6.9587,79.8667,474.9400,Concrete,0.8500,yes,
392170174,Colombo,6.9586,79.8706,531.6300,Asbestos,0.7000,yes,
392170175,Colombo,6.9583,79.8736,7193.2000,Concrete,0.8500,industrial,
392170176,Colombo,6.9575,79.8742,2363.4700,Concrete,0.8500,warehouse,
392170177,Colombo,6.9573,79.8739,2953.1200,Concrete,0.8500,warehouse,
392170178,Colombo,6.9568,79.8746,1540.5200,Concrete,0.8500,warehouse,
392170180,Colombo,6.9568,79.8742,1745.5700,Concrete,0.8500,warehouse,
392170185,Colombo,6.9614,79.8773,742.9900,Concrete,0.8500,apartments,
392170186,Colombo,6.9611,79.8771,1628.1400,Asbestos,0.7000,apartments,
392170198,Colombo,6.9747,79.8711,3111.0700,Concrete,0.8500,university,
392170199,Colombo,6.9755,79.8714,1325.1900,Asbestos,0.7000,university,
392170200,Colombo,6.9756,79.8709,3126.3900,Concrete,0.8500,university,
392170208,Colombo,6.9748,79.8779,2821.1600,Asbestos,0.7000,yes,
