osm_id,city,latitude,longitude,area_m2,roof_type,runoff_coeff,building,building_levels
595431156,Kesbewa,6.8502,79.8944,72.8200,Asbestos,0.7000,yes,
595431158,Kesbewa,6.8502,79.8942,119.7400,Asbestos,0.7000,yes,
595431160,Kesbewa,6.8503,79.8943,115.1900,Asbestos,0.7000,yes,
595431162,Kesbewa,6.8503,79.8942,153.5600,Asbestos,0.7000,yes,
595431163,Kesbewa,6.8505,79.8939,85.6800,Asbestos,0.7000,yes,
595431166,Kesbewa,6.8505,79.8944,294.8400,Asbestos,0.7000,yes,
595431169,Kesbewa,6.8508,79.8943,41.0200,Tile,0.8000,yes,
595431171,Kesbewa,6.8508,79.8944,215.0800,Asbestos,0.7000,yes,
595432105,Kesbewa,6.8504,79.8950,386.5400,Tile,0.8000,yes,
595432106,Kesbewa,6.8504,79.8951,110.5400,Concrete,0.8500,yes,
595432108,Kesbewa,6.8507,79.8948,74.8600,Concrete,0.8500,yes,
595432109,Kesbewa,6.8507,79.8950,393.7500,Asbestos,0.7000,yes,
595432110,Kesbewa,6.8507,79.8946,256.0100,Asbestos,0.7000,yes,
596264557,Kesbewa,6.8478,79.8928,32.3000,Asbestos,0.7000,yes,
596267324,Kesbewa,6.8498,79.8939,198.1600,Asbestos,0.7000,yes,
596267325,Kesbewa,6.8498,79.8937,183.3900,Asbestos,0.7000,yes,
596267326,Kesbewa,6.8500,79.8937,102.4000,Asbestos,0.7000,yes,
596267327,Kesbewa,6.8501,79.8937,110.9000,Asbestos,0.7000,yes,
596267328,Kesbewa,6.8502,79.8938,64.3700,Asbestos,0.7000,yes,
596267329,Kesbewa,6.8502,79.8939,153.6300,Asbestos,0.7000,yes,
596267331,Kesbewa,6.8501,79.8940,100.0300,Asbestos,0.7000,yes,
596267332,Kesbewa,6.8502,79.8940,67.3500,Asbestos,0.7000,yes,
596267333,Kesbewa,6.8503,79.8940,111.6800,Asbestos,0.7000,yes,
596267334,Kesbewa,6.8504,79.8940,99.6300,Asbestos,0.7000,yes,
596267335,Kesbewa,6.8504,79.8939,55.8100,Asbestos,0.7000,yes,
596267336,Kesbewa,6.8504,79.8937,164.5100,Asbestos,0.7000,yes,
596267337,Kesbewa,6.8503,79.8939,148.1800,Asbestos,0.7000,yes,
596267338,Kesbewa,6.8503,79.8937,102.3100,Asbestos,0.7000,yes,
596267339,Kesbewa,6.8500,79.8934,109.7100,Asbestos,0.7000,yes,
596267340,Kesbewa,6.8501,79.8934,65.0100,Asbestos,0.7000,yes,
596267341,Kesbewa,6.8502,79.8934,124.3500,Asbestos,0.7000,yes,
596267343,Kesbewa,6.8504,79.8933,75.6900,Asbestos,0.7000,yes,
596267345,Kesbewa,6.8493,79.8934,168.3500,Concrete,0.8500,yes,
596267346,Kesbewa,6.8493,79.8933,121.7100,Asbestos,0.7000,yes,
596267347,Kesbewa,6.8493,79.8932,199.5500,Asbestos,0.7000,yes,
596267348,Kesbewa,6.8495,79.8932,74.3900,Asbestos,0.7000,yes,
596267350,Kesbewa,6.8494,79.8930,75.3600,Asbestos,0.7000,yes,
596267353,Kesbewa,6.8493,79.8929,152.8300,Asbestos,0.7000,yes,
596267355,Kesbewa,6.8495,79.8929,123.7600,Tile,0.8000,yes,
596267357,Kesbewa,6.8495,79.8928,57.7000,Asbestos,0.7000,yes,
596267359,Kesbewa,6.8497,79.8931,327.5600,Asbestos,0.7000,yes,
596267361,Kesbewa,6.8502,79.8932,156.1100,Asbestos,0.7000,yes,
596267363,Kesbewa,6.8500,79.8932,187.8000,Asbestos,0.7000,yes,
596267364,Kesbewa,6.8502,79.8931,162.6100,Concrete,0.8500,yes,
596267367,Kesbewa,6.8501,79.8930,53.4300,Asbestos,0.7000,yes,
596267369,Kesbewa,6.8504,79.8931,119.2600,Asbestos,0.7000,yes,
596271273,Kesbewa,6.8491,79.8936,121.4900,Asbestos,0.7000,yes,
596271274,Kesbewa,6.8490,79.8938,72.5700,Asbestos,0.7000,yes,
596271277,Kesbewa,6.8492,79.8940,172.6600,Asbestos,0.7000,yes,
596271279,Kesbewa,6.8492,79.8938,186.2900,Asbestos,0.7000,yes,
596271281,Kesbewa,6.8494,79.8938,123.1000,Concrete,0.8500,yes,
596271282,Kesbewa,6.8493,79.8944,116.2000,Asbestos,0.7000,yes,
596271284,Kesbewa,6.8495,79.8942,279.4200,Asbestos,0.7000,yes,
596271285,Kesbewa,6.8495,79.8941,217.2200,Asbestos,0.7000,yes,
596271289,Kesbewa,6.8500,79.8947,266.8500,Asbestos,0.7000,yes,
596271291,Kesbewa,6.8502,79.8946,46.5800,Asbestos,0.7000,yes,
596271292,Kesbewa,6.8503,79.8946,161.5500,Concrete,0.8500,yes,
596271296,Kesbewa,6.8504,79.8952,103.7400,Concrete,0.8500,yes,
596271298,Kesbewa,6.8484,79.8954,83.9000,Asbestos,0.7000,yes,
596271299,Kesbewa,6.8485,79.8952,184.9900,Asbestos,0.7000,yes,
596271300,Kesbewa,6.8486,79.8951,152.9900,Asbestos,0.7000,yes,
596271301,Kesbewa,6.8485,79.8951,172.8100,Asbestos,0.7000,yes,
596271302,Kesbewa,6.8485,79.8950,125.4500,Asbestos,0.7000,yes,
596271303,Kesbewa,6.8485,79.8949,123.4000,Tile,0.8000,yes,
596271304,Kesbewa,6.8485,79.8948,83.0500,Concrete,0.8500,yes,
596271305,Kesbewa,6.8485,79.8947,133.6000,Concrete,0.8500,yes,
596271306,Kesbewa,6.8485,79.8946,170.0400,Asbestos,0.7000,yes,
596271307,Kesbewa,6.8484,79.8945,93.2200,Asbestos,0.7000,yes,
596271308,Kesbewa,6.8484,79.8944,140.0000,Asbestos,0.7000,yes,
596271309,Kesbewa,6.8485,79.8944,142.1700,Asbestos,0.7000,yes,
596271310,Kesbewa,6.8486,79.8944,26.0500,Asbestos,0.7000,yes,
596271311,Kesbewa,6.8486,79.8944,48.6900,Tile,0.8000,yes,
596271312,Kesbewa,6.8487,79.8943,75.9700,Asbestos,0.7000,yes,
596271313,Kesbewa,6.8487,79.8942,58.2000,Asbestos,0.7000,yes,
596271314,Kesbewa,6.8487,79.8941,33.4400,Asbestos,0.7000,yes,
596271315,Kesbewa,6.8487,79.8938,82.7500,Asbestos,0.7000,yes,
596271316,Kesbewa,6.8485,79.8940,271.3400,Asbestos,0.7000,yes,
596271317,Kesbewa,6.8485,79.8938,83.0300,Concrete,0.8500,yes,
596271318,Kesbewa,6.8487,79.8939,35.4600,Asbestos,0.7000,yes,
596271319,Kesbewa,6.8486,79.8936,136.6200,Asbestos,0.7000,yes,
596271320,Kesbewa,6.8487,79.8937,108.4800,Asbestos,0.7000,yes,
596271321,Kesbewa,6.8487,79.8936,53.7700,Tile,0.8000,yes,
596271322,Kesbewa,6.8488,79.8933,27.8900,Asbestos,0.7000,yes,
596271323,Kesbewa,6.8487,79.8933,72.7500,Concrete,0.8500,yes,
596271325,Kesbewa,6.8487,79.8932,110.9000,Asbestos,0.7000,yes,
596271326,Kesbewa,6.8487,79.8932,86.5500,Concrete,0.8500,yes,
596271327,Kesbewa,6.8488,79.8931,91.7700,Asbestos,0.7000,yes,
596271328,Kesbewa,6.8487,79.8939,110.6000,Tile,0.8000,yes,
596271329,Kesbewa,6.8488,79.8938,175.5400,Asbestos,0.7000,yes,
596271330,Kesbewa,6.8489,79.8935,109.8800,Asbestos,0.7000,yes,
596271331,Kesbewa,6.8488,79.8936,165.2800,Asbestos,0.7000,yes,
596271332,Kesbewa,6.8489,79.8934,62.9500,Concrete,0.8500,yes,
596271333,Kesbewa,6.8489,79.8934,63.5600,Concrete,0.8500,yes,
596271334,Kesbewa,6.8489,79.8933,112.1800,Concrete,0.8500,yes,
596271335,Kesbewa,6.8489,79.8932,184.9000,Asbestos,0.7000,yes,
596271337,Kesbewa,6.8491,79.8934,244.5400,Asbestos,0.7000,yes,
596271338,Kesbewa,6.8491,79.8931,320.3700,Asbestos,0.7000,yes,
596274494,Kesbewa,6.8482,79.8932,114.5200,Asbestos,0.7000,yes,
596274498,Kesbewa,6.8481,79.8936,183.9600,Asbestos,0.7000,yes,
596274499,Kesbewa,6.8483,79.8937,135.0700,Asbestos,0.7000,yes,
596274500,Kesbewa,6.8484,79.8935,17.4600,Asbestos,0.7000,yes,
596274501,Kesbewa,6.8483,79.8936,25.3600,Tile,0.8000,yes,
596274502,Kesbewa,6.8483,79.8935,92.9200,Asbestos,0.7000,yes,
596274504,Kesbewa,6.8484,79.8936,187.1100,Asbestos,0.7000,yes,
596274505,Kesbewa,6.8484,79.8933,21.2200,Asbestos,0.7000,yes,
596274506,Kesbewa,6.8483,79.8933,21.6200,Concrete,0.8500,yes,
596274507,Kesbewa,6.8484,79.8933,119.0300,Asbestos,0.7000,yes,
596274508,Kesbewa,6.8484,79.8932,54.7300,Asbestos,0.7000,yes,
596274510,Kesbewa,6.8485,79.8932,165.9800,Asbestos,0.7000,yes,
596274511,Kesbewa,6.8485,79.8931,125.3300,Asbestos,0.7000,yes,
596274780,Kesbewa,6.8481,79.8932,84.6100,Asbestos,0.7000,yes,
596274781,Kesbewa,6.8481,79.8930,137.4100,Asbestos,0.7000,yes,
596274782,Kesbewa,6.8481,79.8931,162.4600,Asbestos,0.7000,yes,
596277963,Kesbewa,6.8469,79.8944,128.1700,Concrete,0.8500,yes,
596277964,Kesbewa,6.8463,79.8943,12.8500,Asbestos,0.7000,yes,
596277965,Kesbewa,6.8463,79.8943,160.8800,Concrete,0.8500,yes,
596277966,Kesbewa,6.8463,79.8942,150.6700,Asbestos,0.7000,yes,
596277967,Kesbewa,6.8464,79.8941,91.9000,Asbestos,0.7000,yes,
596277968,Kesbewa,6.8463,79.8940,247.0800,Asbestos,0.7000,yes,
596277969,Kesbewa,6.8464,79.8939,16.1200,Tile,0.8000,yes,
596277970,Kesbewa,6.8464,79.8939,111.6800,Asbestos,0.7000,yes,
596277972,Kesbewa,6.8464,79.8938,158.6000,Asbestos,0.7000,yes,
596277974,Kesbewa,6.8464,79.8937,68.1400,Concrete,0.8500,yes,
596277975,Kesbewa,6.8465,79.8942,177.4700,Asbestos,0.7000,yes,
596277976,Kesbewa,6.8465,79.8941,119.9500,Asbestos,0.7000,yes,
596277977,Kesbewa,6.8466,79.8938,119.5800,Asbestos,0.7000,yes,
596277978,Kesbewa,6.8466,79.8939,233.8500,Tile,0.8000,yes,
596277979,Kesbewa,6.8468,79.8941,14.5100,Asbestos,0.7000,yes,
596277982,Kesbewa,6.8470,79.8937,71.5300,Asbestos,0.7000,yes,
596277983,Kesbewa,6.8471,79.8936,47.9900,Asbestos,0.7000,yes,
596277985,Kesbewa,6.8468,79.8936,36.2400,Asbestos,0.7000,yes,
596277986,Kesbewa,6.8468,79.8935,18.5800,Tile,0.8000,yes,
596277987,Kesbewa,6.8468,79.8935,38.4700,Asbestos,0.7000,yes,
596277989,Kesbewa,6.8469,79.8935,43.4700,Asbestos,0.7000,yes,
596277991,Kesbewa,6.8472,79.8933,100.9700,Asbestos,0.7000,yes,
596277993,Kesbewa,6.8474,79.8933,188.0400,Asbestos,0.7000,yes,
596277994,Kesbewa,6.8474,79.8932,199.4400,Asbestos,0.7000,yes,
596277995,Kesbewa,6.8474,79.8931,102.6900,Tile,0.8000,yes,
596277997,Kesbewa,6.8476,79.8937,117.7400,Asbestos,0.7000,yes,
596278001,Kesbewa,6.8479,79.8935,176.4800,Asbestos,0.7000,yes,
596278002,Kesbewa,6.8479,79.8937,112.6600,Asbestos,0.7000,yes,
596278003,Kesbewa,6.8480,79.8934,194.8500,Asbestos,0.7000,yes,
596278004,Kesbewa,6.8479,79.8931,239.1700,Asbestos,0.7000,yes,
596278005,Kesbewa,6.8483,79.8930,109.9500,Asbestos,0.7000,yes,
596278657,Kesbewa,6.8414,79.9035,160.3100,Asbestos,0.7000,yes,
596278658,Kesbewa,6.8415,79.9033,105.1800,Asbestos,0.7000,yes,
596278659,Kesbewa,6.8420,79.9034,34.4400,Asbestos,0.7000,yes,
596278661,Kesbewa,6.8420,79.9034,22.9200,Asbestos,0.7000,yes,
596278662,Kesbewa,6.8420,79.9034,111.3300,Concrete,0.8500,yes,
596278663,Kesbewa,6.8421,79.9035,178.9700,Tile,0.8000,yes,
596278664,Kesbewa,6.8419,79.9035,189.1200,Asbestos,0.7000,yes,
596278665,Kesbewa,6.8418,79.9035,162.3200,Asbestos,0.7000,yes,
596278666,Kesbewa,6.8417,79.9034,137.0600,Asbestos,0.7000,yes,
596278667,Kesbewa,6.8417,79.9033,169.5300,Asbestos,0.7000,yes,
596278668,Kesbewa,6.8418,79.9032,79.9500,Asbestos,0.7000,yes,
596278669,Kesbewa,6.8419,79.9032,210.4800,Asbestos,0.7000,yes,
596278670,Kesbewa,6.8421,79.9031,218.3700,Asbestos,0.7000,yes,
596280049,Kesbewa,6.8459,79.8960,111.7500,Asbestos,0.7000,yes,
596280050,Kesbewa,6.8459,79.8959,163.0500,Concrete,0.8500,yes,
596280051,Kesbewa,6.8460,79.8959,159.6700,Asbestos,0.7000,yes,
596280052,Kesbewa,6.8461,79.8958,211.5400,Asbestos,0.7000,yes,
596280054,Kesbewa,6.8461,79.8955,30.5100,Asbestos,0.7000,yes,
596280055,Kesbewa,6.8461,79.8956,183.9600,Tile,0.8000,yes,
596280056,Kesbewa,6.8461,79.8954,77.6100,Asbestos,0.7000,yes,
596280057,Kesbewa,6.8462,79.8953,133.1100,Asbestos,0.7000,yes,
596280058,Kesbewa,6.8462,79.8952,139.9500,Tile,0.8000,yes,
596280059,Kesbewa,6.8463,79.8951,251.4800,Asbestos,0.7000,yes,
596280060,Kesbewa,6.8464,79.8950,92.0400,Tile,0.8000,yes,
596280061,Kesbewa,6.8465,79.8952,120.2700,Asbestos,0.7000,yes,
596280062,Kesbewa,6.8465,79.8951,215.5200,Asbestos,0.7000,yes,
596280063,Kesbewa,6.8466,79.8948,367.3200,Asbestos,0.7000,yes,
596280064,Kesbewa,6.8468,79.8949,134.3800,Asbestos,0.7000,yes,
596280065,Kesbewa,6.8468,79.8948,41.7600,Asbestos,0.7000,yes,
596280066,Kesbewa,6.8468,79.8947,66.0800,Asbestos,0.7000,yes,
596280067,Kesbewa,6.8468,79.8947,76.8200,Asbestos,0.7000,yes,
596280068,Kesbewa,6.8470,79.8947,217.7300,Asbestos,0.7000,yes,
596280069,Kesbewa,6.8464,79.8948,194.5100,Asbestos,0.7000,yes,
596280070,Kesbewa,6.8465,79.8947,31.2300,Asbestos,0.7000,yes,
596280071,Kesbewa,6.8465,79.8946,160.5900,Asbestos,0.7000,yes,
596280072,Kesbewa,6.8463,79.8946,124.8900,Asbestos,0.7000,yes,
596282045,Kesbewa,6.8461,79.8964,204.9100,Asbestos,0.7000,yes,
596282047,Kesbewa,6.8462,79.8960,197.9400,Asbestos,0.7000,yes,
596282048,Kesbewa,6.8462,79.8959,130.4100,Asbestos,0.7000,yes,
596282049,Kesbewa,6.8463,79.8958,55.4100,Asbestos,0.7000,yes,
596282050,Kesbewa,6.8465,79.8955,27.3500,Concrete,0.8500,yes,
596282051,Kesbewa,6.8463,79.8956,104.2300,Concrete,0.8500,yes,
596282052,Kesbewa,6.8464,79.8955,92.0700,Asbestos,0.7000,yes,
596282053,Kesbewa,6.8465,79.8954,78.5500,Concrete,0.8500,yes,
596283023,Kesbewa,6.8475,79.8968,97.5000,Asbestos,0.7000,yes,
596283024,Kesbewa,6.8476,79.8967,110.3500,Asbestos,0.7000,yes,
596283026,Kesbewa,6.8473,79.8967,206.8900,Asbestos,0.7000,yes,
596283027,Kesbewa,6.8472,79.8966,56.6800,Asbestos,0.7000,yes,
596283028,Kesbewa,6.8471,79.8968,186.5600,Asbestos,0.7000,yes,
596283030,Kesbewa,6.8468,79.8967,269.3100,Asbestos,0.7000,yes,
596283031,Kesbewa,6.8469,79.8966,323.0100,Asbestos,0.7000,yes,
596283032,Kesbewa,6.8473,79.8960,120.4700,Asbestos,0.7000,yes,
596283033,Kesbewa,6.8472,79.8961,162.4200,Asbestos,0.7000,yes,
596283034,Kesbewa,6.8472,79.8958,84.4200,Tile,0.8000,yes,
596283035,Kesbewa,6.8470,79.8959,198.9700,Asbestos,0.7000,yes,
596283036,Kesbewa,6.8476,79.8952,117.0600,Concrete,0.8500,yes,
596283037,Kesbewa,6.8476,79.8951,115.5000,Asbestos,0.7000,yes,
596283038,Kesbewa,6.8477,79.8959,49.6300,Asbestos,0.7000,yes,
596283039,Kesbewa,6.8477,79.8958,94.1700,Asbestos,0.7000,yes,
596283040,Kesbewa,6.8478,79.8958,26.1700,Concrete,0.8500,yes,
596283041,Kesbewa,6.8478,79.8957,97.3800,Concrete,0.8500,yes,
596283042,Kesbewa,6.8477,79.8954,59.5000,Asbestos,0.7000,yes,
596283043,Kesbewa,6.8478,79.8956,20.9200,Asbestos,0.7000,yes,
596283044,Kesbewa,6.8476,79.8956,72.4000,Asbestos,0.7000,yes,
596283045,Kesbewa,6.8477,79.8956,74.3300,Asbestos,0.7000,yes,
596283046,Kesbewa,6.8477,79.8955,262.8500,Asbestos,0.7000,yes,
596283047,Kesbewa,6.8476,79.8958,87.0600,Concrete,0.8500,yes,
596283048,Kesbewa,6.8476,79.8957,132.9200,Asbestos,0.7000,yes,
596283049,Kesbewa,6.8475,79.8958,106.3000,Asbestos,0.7000,yes,
596283050,Kesbewa,6.8475,79.8957,29.4700,Asbestos,0.7000,yes,
596283051,Kesbewa,6.8475,79.8957,88.0500,Asbestos,0.7000,yes,
596283052,Kesbewa,6.8475,79.8956,189.0200,Asbestos,0.7000,yes,
596283054,Kesbewa,6.8475,79.8955,175.2400,Asbestos,0.7000,yes,
596283055,Kesbewa,6.8472,79.8956,135.5800,Asbestos,0.7000,yes,
596283056,Kesbewa,6.8470,79.8955,199.2000,Asbestos,0.7000,yes,
596283057,Kesbewa,6.8464,79.8966,234.4600,Asbestos,0.7000,yes,
596283058,Kesbewa,6.8468,79.8954,136.9200,Asbestos,0.7000,yes,
596283059,Kesbewa,6.8467,79.8953,195.9600,Asbestos,0.7000,yes,
596284362,Kesbewa,6.8475,79.8970,148.8200,Asbestos,0.7000,yes,
596284363,Kesbewa,6.8474,79.8969,166.9500,Asbestos,0.7000,yes,
596284364,Kesbewa,6.8479,79.8961,159.0400,Asbestos,0.7000,yes,
596284365,Kesbewa,6.8475,79.8965,295.4800,Tile,0.8000,yes,
596287996,Kesbewa,6.8482,79.8967,260.7000,Asbestos,0.7000,yes,
596287997,Kesbewa,6.8480,79.8966,110.8300,Asbestos,0.7000,yes,
596287998,Kesbewa,6.8481,79.8968,107.3800,Asbestos,0.7000,yes,
596288000,Kesbewa,6.8482,79.8972,189.2600,Concrete,0.8500,yes,
596288003,Kesbewa,6.8482,79.8971,151.8300,Asbestos,0.7000,yes,
596288005,Kesbewa,6.8483,79.8971,99.9200,Tile,0.8000,yes,
596288009,Kesbewa,6.8480,79.8971,230.8600,Asbestos,0.7000,yes,
596288010,Kesbewa,6.8480,79.8969,157.2300,Asbestos,0.7000,yes,
596288013,Kesbewa,6.8480,79.8969,156.6400,Asbestos,0.7000,yes,
596288015,Kesbewa,6.8479,79.8971,122.6600,Asbestos,0.7000,yes,
596288017,Kesbewa,6.8479,79.8969,87.8700,Asbestos,0.7000,yes,
596288018,Kesbewa,6.8477,79.8970,117.2600,Asbestos,0.7000,yes,
596288019,Kesbewa,6.8478,79.8969,106.5800,Asbestos,0.7000,yes,
596288020,Kesbewa,6.8477,79.8968,96.7100,Tile,0.8000,yes,
596288021,Kesbewa,6.8477,79.8969,55.8300,Asbestos,0.7000,yes,
596288022,Kesbewa,6.8476,79.8969,56.4800,Asbestos,0.7000,yes,
596309078,Kesbewa,6.8483,79.8953,133.9300,Concrete,0.8500,yes,
596309080,Kesbewa,6.8482,79.8952,27.8900,Concrete,0.8500,yes,
596309082,Kesbewa,6.8482,79.8953,134.6100,Asbestos,0.7000,yes,
596309084,Kesbewa,6.8482,79.8951,206.4500,Asbestos,0.7000,yes,
596309085,Kesbewa,6.8482,79.8948,145.5700,Asbestos,0.7000,yes,
596309087,Kesbewa,6.8480,79.8948,88.8100,Asbestos,0.7000,yes,
596309091,Kesbewa,6.8478,79.8946,29.1500,Asbestos,0.7000,yes,
596309093,Kesbewa,6.8479,79.8947,145.2300,Asbestos,0.7000,yes,
596309097,Kesbewa,6.8477,79.8947,13.3500,Asbestos,0.7000,yes,
596309099,Kesbewa,6.8477,79.8947,174.5700,Tile,0.8000,yes,
596309100,Kesbewa,6.8478,79.8949,157.8300,Asbestos,0.7000,yes,
596309102,Kesbewa,6.8480,79.8950,131.3900,Asbestos,0.7000,yes,
596309104,Kesbewa,6.8479,79.8951,62.9300,Concrete,0.8500,yes,
596309106,Kesbewa,6.8478,79.8951,228.8800,Asbestos,0.7000,yes,
596309112,Kesbewa,6.8479,79.8954,217.4800,Asbestos,0.7000,yes,
596309114,Kesbewa,6.8486,79.8957,286.0400,Asbestos,0.7000,yes,
596309115,Kesbewa,6.8485,79.8958,133.3200,Asbestos,0.7000,yes,
596309118,Kesbewa,6.8485,79.8957,161.0100,Concrete,0.8500,yes,
596309121,Kesbewa,6.8484,79.8958,114.1600,Tile,0.8000,yes,
596309124,Kesbewa,6.8481,79.8956,165.6600,Asbestos,0.7000,yes,
596309127,Kesbewa,6.8481,79.8957,89.0800,Asbestos,0.7000,yes,
596309131,Kesbewa,6.8481,79.8958,164.9200,Asbestos,0.7000,yes,
596309135,Kesbewa,6.8479,79.8959,60.6900,Concrete,0.8500,yes,
596309139,Kesbewa,6.8479,79.8958,100.1500,Asbestos,0.7000,yes,
596309143,Kesbewa,6.8486,79.8966,218.5900,Asbestos,0.7000,yes,
596309145,Kesbewa,6.8486,79.8965,157.2600,Concrete,0.8500,yes,
596309148,Kesbewa,6.8487,79.8965,148.8600,Asbestos,0.7000,yes,
596309151,Kesbewa,6.8488,79.8963,668.8500,Asbestos,0.7000,yes,
596309156,Kesbewa,6.8486,79.8960,224.3100,Asbestos,0.7000,yes,
596309162,Kesbewa,6.8484,79.8960,175.9700,Asbestos,0.7000,yes,
596309166,Kesbewa,6.8483,79.8960,46.0000,Asbestos,0.7000,yes,
596309169,Kesbewa,6.8483,79.8961,176.3900,Asbestos,0.7000,yes,
596309172,Kesbewa,6.8484,79.8962,58.6200,Asbestos,0.7000,yes,
596309175,Kesbewa,6.8483,79.8963,149.3800,Asbestos,0.7000,yes,
596309178,Kesbewa,6.8484,79.8964,143.6100,Concrete,0.8500,yes,
596309181,Kesbewa,6.8481,79.8964,308.7500,Concrete,0.8500,yes,
596309185,Kesbewa,6.8485,79.8955,182.0900,Concrete,0.8500,yes,
596309188,Kesbewa,6.8485,79.8968,32.7400,Concrete,0.8500,yes,
596309191,Kesbewa,6.8484,79.8968,141.0600,Asbestos,0.7000,yes,
596309194,Kesbewa,6.8483,79.8967,42.4000,Asbestos,0.7000,yes,
596309196,Kesbewa,6.8483,79.8967,38.8100,Asbestos,0.7000,yes,
596313823,Kesbewa,6.8482,79.8942,23.0900,Asbestos,0.7000,yes,
596313825,Kesbewa,6.8483,79.8943,93.4900,Asbestos,0.7000,yes,
596313827,Kesbewa,6.8484,79.8942,52.0600,Concrete,0.8500,yes,
596313829,Kesbewa,6.8482,79.8943,136.5200,Tile,0.8000,yes,
596313831,Kesbewa,6.8483,79.8944,64.5100,Asbestos,0.7000,yes,
596313835,Kesbewa,6.8481,79.8945,82.9900,Asbestos,0.7000,yes,
596313841,Kesbewa,6.8481,79.8947,89.7600,Asbestos,0.7000,yes,
596313845,Kesbewa,6.8483,79.8949,84.0200,Concrete,0.8500,yes,
596313848,Kesbewa,6.8483,79.8950,117.6700,Concrete,0.8500,yes,
596316683,Kesbewa,6.8491,79.8952,191.0500,Asbestos,0.7000,yes,
596316684,Kesbewa,6.8491,79.8951,147.6600,Asbestos,0.7000,yes,
596316685,Kesbewa,6.8490,79.8950,140.6600,Asbestos,0.7000,yes,
596326161,Kesbewa,6.8497,79.8954,83.5600,Asbestos,0.7000,yes,
596326163,Kesbewa,6.8498,79.8954,36.1600,Tile,0.8000,yes,
596326165,Kesbewa,6.8497,79.8955,244.8400,Tile,0.8000,yes,
596326167,Kesbewa,6.8495,79.8955,208.3200,Asbestos,0.7000,yes,
596326171,Kesbewa,6.8494,79.8951,186.5500,Concrete,0.8500,yes,
596326173,Kesbewa,6.8494,79.8954,137.5100,Asbestos,0.7000,yes,
596326175,Kesbewa,6.8494,79.8955,145.1100,Asbestos,0.7000,yes,
596326177,Kesbewa,6.8492,79.8955,53.8300,Concrete,0.8500,yes,
596326179,Kesbewa,6.8493,79.8955,169.2500,Asbestos,0.7000,yes,
596326181,Kesbewa,6.8493,79.8953,129.6900,Concrete,0.8500,yes,
596326183,Kesbewa,6.8493,79.8953,107.2500,Asbestos,0.7000,yes,
596326186,Kesbewa,6.8493,79.8951,227.7500,Asbestos,0.7000,yes,
596326188,Kesbewa,6.8491,79.8948,135.4300,Asbestos,0.7000,yes,
596326190,Kesbewa,6.8491,79.8953,15.6500,Tile,0.8000,yes,
596326192,Kesbewa,6.8491,79.8953,86.3000,Asbestos,0.7000,yes,
596326194,Kesbewa,6.8491,79.8954,103.3100,Asbestos,0.7000,yes,
596326197,Kesbewa,6.8491,79.8955,119.4500,Asbestos,0.7000,yes,
596326200,Kesbewa,6.8489,79.8954,39.6000,Asbestos,0.7000,yes,
596326202,Kesbewa,6.8488,79.8955,92.2500,Asbestos,0.7000,yes,
596335727,Kesbewa,6.8503,79.8953,224.2700,Asbestos,0.7000,yes,
596335728,Kesbewa,6.8500,79.8951,125.1200,Asbestos,0.7000,yes,
596335731,Kesbewa,6.8500,79.8952,106.2100,Asbestos,0.7000,yes,
596335734,Kesbewa,6.8499,79.8953,92.6300,Asbestos,0.7000,yes,
596335737,Kesbewa,6.8500,79.8954,110.7000,Asbestos,0.7000,yes,
596335739,Kesbewa,6.8500,79.8957,29.2800,Asbestos,0.7000,yes,
596335742,Kesbewa,6.8500,79.8955,236.6800,Asbestos,0.7000,yes,
596335745,Kesbewa,6.8499,79.8955,40.9100,Asbestos,0.7000,yes,
596335749,Kesbewa,6.8499,79.8956,54.5900,Asbestos,0.7000,yes,
596335752,Kesbewa,6.8499,79.8956,50.2300,Asbestos,0.7000,yes,
596335754,Kesbewa,6.8499,79.8957,58.4400,Asbestos,0.7000,yes,
596335760,Kesbewa,6.8497,79.8957,57.5800,Asbestos,0.7000,yes,
596335763,Kesbewa,6.8497,79.8958,130.9000,Asbestos,0.7000,yes,
596335768,Kesbewa,6.8495,79.8959,180.9000,Asbestos,0.7000,yes,
596335770,Kesbewa,6.8494,79.8957,118.4200,Tile,0.8000,yes,
596335772,Kesbewa,6.8494,79.8958,258.8200,Asbestos,0.7000,yes,
596335780,Kesbewa,6.8492,79.8958,174.1400,Tile,0.8000,yes,
596335781,Kesbewa,6.8490,79.8959,1155.7400,Asbestos,0.7000,yes,
596337027,Kesbewa,6.8499,79.8948,76.5300,Asbestos,0.7000,yes,
596337028,Kesbewa,6.8500,79.8948,143.6700,Asbestos,0.7000,yes,
596337029,Kesbewa,6.8499,79.8950,56.8800,Concrete,0.8500,yes,
596356386,Kesbewa,6.8496,79.8951,60.3400,Concrete,0.8500,yes,
596356387,Kesbewa,6.8497,79.8951,244.6100,Asbestos,0.7000,yes,
596356390,Kesbewa,6.8498,79.8952,46.1400,Asbestos,0.7000,yes,
596365252,Kesbewa,6.8474,79.8945,88.2800,Asbestos,0.7000,yes,
596365254,Kesbewa,6.8472,79.8941,59.9200,Asbestos,0.7000,yes,
596365255,Kesbewa,6.8471,79.8940,89.3500,Asbestos,0.7000,yes,
596365256,Kesbewa,6.8472,79.8940,81.3200,Asbestos,0.7000,yes,
