date,year,month,month_name,day,precipitation_mm,station,latitude,longitude,source
2019-09-05,2019,9,Sep,5,4.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-06,2019,9,Sep,6,5.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-07,2019,9,Sep,7,3.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-08,2019,9,Sep,8,1.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-09,2019,9,Sep,9,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-10,2019,9,Sep,10,5.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-11,2019,9,Sep,11,20.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-12,2019,9,Sep,12,16.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-13,2019,9,Sep,13,15.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-14,2019,9,Sep,14,7.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-15,2019,9,Sep,15,20.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-16,2019,9,Sep,16,19.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-17,2019,9,Sep,17,10.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-18,2019,9,Sep,18,6.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-19,2019,9,Sep,19,10.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-20,2019,9,Sep,20,11.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-21,2019,9,Sep,21,9.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-22,2019,9,Sep,22,11.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-23,2019,9,Sep,23,33.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-24,2019,9,Sep,24,58.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-25,2019,9,Sep,25,23.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-26,2019,9,Sep,26,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-27,2019,9,Sep,27,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-28,2019,9,Sep,28,20.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-29,2019,9,Sep,29,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-09-30,2019,9,Sep,30,20.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-01,2019,10,Oct,1,8.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-02,2019,10,Oct,2,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-03,2019,10,Oct,3,20.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-04,2019,10,Oct,4,5.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-05,2019,10,Oct,5,13.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-06,2019,10,Oct,6,11.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-07,2019,10,Oct,7,8.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-08,2019,10,Oct,8,9.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-09,2019,10,Oct,9,14.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-10,2019,10,Oct,10,4.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-11,2019,10,Oct,11,8.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-12,2019,10,Oct,12,15.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-13,2019,10,Oct,13,41.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-14,2019,10,Oct,14,9.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-15,2019,10,Oct,15,67.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-16,2019,10,Oct,16,22.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-17,2019,10,Oct,17,12.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-18,2019,10,Oct,18,8.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-19,2019,10,Oct,19,10.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-20,2019,10,Oct,20,36.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-21,2019,10,Oct,21,33.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-22,2019,10,Oct,22,6.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-23,2019,10,Oct,23,17.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-24,2019,10,Oct,24,53.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-25,2019,10,Oct,25,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-26,2019,10,Oct,26,6.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-27,2019,10,Oct,27,2.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-28,2019,10,Oct,28,21.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-29,2019,10,Oct,29,9.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-30,2019,10,Oct,30,6.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-10-31,2019,10,Oct,31,6.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-01,2019,11,Nov,1,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-02,2019,11,Nov,2,9.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-03,2019,11,Nov,3,65.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-04,2019,11,Nov,4,4.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-05,2019,11,Nov,5,5.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-06,2019,11,Nov,6,3.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-07,2019,11,Nov,7,4.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-08,2019,11,Nov,8,10.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-09,2019,11,Nov,9,9.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-10,2019,11,Nov,10,9.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-11,2019,11,Nov,11,9.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-12,2019,11,Nov,12,7.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-13,2019,11,Nov,13,2.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-14,2019,11,Nov,14,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-15,2019,11,Nov,15,22.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-16,2019,11,Nov,16,13.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-17,2019,11,Nov,17,7.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-18,2019,11,Nov,18,6.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-19,2019,11,Nov,19,20.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-20,2019,11,Nov,20,45.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-21,2019,11,Nov,21,13.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-22,2019,11,Nov,22,15.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-23,2019,11,Nov,23,10.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-24,2019,11,Nov,24,10.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-25,2019,11,Nov,25,16.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-26,2019,11,Nov,26,9.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-27,2019,11,Nov,27,4.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-28,2019,11,Nov,28,17.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-29,2019,11,Nov,29,13.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-11-30,2019,11,Nov,30,27.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-01,2019,12,Dec,1,8.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-02,2019,12,Dec,2,8.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-03,2019,12,Dec,3,3.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-04,2019,12,Dec,4,24.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-05,2019,12,Dec,5,7.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-06,2019,12,Dec,6,2.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-07,2019,12,Dec,7,6.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-08,2019,12,Dec,8,3.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-09,2019,12,Dec,9,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-10,2019,12,Dec,10,4.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-11,2019,12,Dec,11,13.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-12,2019,12,Dec,12,1.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-13,2019,12,Dec,13,3.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-14,2019,12,Dec,14,3.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-15,2019,12,Dec,15,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-16,2019,12,Dec,16,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-17,2019,12,Dec,17,12.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-18,2019,12,Dec,18,3.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-19,2019,12,Dec,19,5.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-20,2019,12,Dec,20,18.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-21,2019,12,Dec,21,6.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-22,2019,12,Dec,22,10.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-23,2019,12,Dec,23,3.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-24,2019,12,Dec,24,2.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-25,2019,12,Dec,25,2.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-26,2019,12,Dec,26,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-27,2019,12,Dec,27,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-28,2019,12,Dec,28,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-29,2019,12,Dec,29,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-30,2019,12,Dec,30,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2019-12-31,2019,12,Dec,31,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-01,2020,1,Jan,1,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-02,2020,1,Jan,2,1.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-03,2020,1,Jan,3,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-04,2020,1,Jan,4,2.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-05,2020,1,Jan,5,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-06,2020,1,Jan,6,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-07,2020,1,Jan,7,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-08,2020,1,Jan,8,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-09,2020,1,Jan,9,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-10,2020,1,Jan,10,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-11,2020,1,Jan,11,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-12,2020,1,Jan,12,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-13,2020,1,Jan,13,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-14,2020,1,Jan,14,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-15,2020,1,Jan,15,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-16,2020,1,Jan,16,1.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-17,2020,1,Jan,17,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-18,2020,1,Jan,18,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-19,2020,1,Jan,19,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-20,2020,1,Jan,20,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-21,2020,1,Jan,21,4.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-22,2020,1,Jan,22,1.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-23,2020,1,Jan,23,1.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-24,2020,1,Jan,24,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-25,2020,1,Jan,25,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-26,2020,1,Jan,26,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-27,2020,1,Jan,27,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-28,2020,1,Jan,28,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-29,2020,1,Jan,29,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-30,2020,1,Jan,30,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-01-31,2020,1,Jan,31,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-01,2020,2,Feb,1,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-02,2020,2,Feb,2,4.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-03,2020,2,Feb,3,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-04,2020,2,Feb,4,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-05,2020,2,Feb,5,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-06,2020,2,Feb,6,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-07,2020,2,Feb,7,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-08,2020,2,Feb,8,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-09,2020,2,Feb,9,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-10,2020,2,Feb,10,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-11,2020,2,Feb,11,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-12,2020,2,Feb,12,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-13,2020,2,Feb,13,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-14,2020,2,Feb,14,3.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-15,2020,2,Feb,15,4.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-16,2020,2,Feb,16,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-17,2020,2,Feb,17,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-18,2020,2,Feb,18,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-19,2020,2,Feb,19,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-20,2020,2,Feb,20,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-21,2020,2,Feb,21,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-22,2020,2,Feb,22,1.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-23,2020,2,Feb,23,2.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-24,2020,2,Feb,24,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-25,2020,2,Feb,25,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-26,2020,2,Feb,26,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-27,2020,2,Feb,27,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-28,2020,2,Feb,28,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-02-29,2020,2,Feb,29,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-01,2020,3,Mar,1,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-02,2020,3,Mar,2,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-03,2020,3,Mar,3,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-04,2020,3,Mar,4,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-05,2020,3,Mar,5,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-06,2020,3,Mar,6,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-07,2020,3,Mar,7,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-08,2020,3,Mar,8,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-09,2020,3,Mar,9,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-10,2020,3,Mar,10,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-11,2020,3,Mar,11,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-12,2020,3,Mar,12,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-13,2020,3,Mar,13,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-14,2020,3,Mar,14,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-15,2020,3,Mar,15,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-16,2020,3,Mar,16,3.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-17,2020,3,Mar,17,4.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-18,2020,3,Mar,18,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-19,2020,3,Mar,19,10.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-20,2020,3,Mar,20,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-21,2020,3,Mar,21,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-22,2020,3,Mar,22,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-23,2020,3,Mar,23,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-24,2020,3,Mar,24,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-25,2020,3,Mar,25,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-26,2020,3,Mar,26,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-27,2020,3,Mar,27,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-28,2020,3,Mar,28,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-29,2020,3,Mar,29,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-30,2020,3,Mar,30,12.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-03-31,2020,3,Mar,31,3.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-01,2020,4,Apr,1,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-02,2020,4,Apr,2,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-03,2020,4,Apr,3,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-04,2020,4,Apr,4,43.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-05,2020,4,Apr,5,2.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-06,2020,4,Apr,6,2.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-07,2020,4,Apr,7,2.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-08,2020,4,Apr,8,3.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-09,2020,4,Apr,9,5.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-10,2020,4,Apr,10,9.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-11,2020,4,Apr,11,6.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-12,2020,4,Apr,12,5.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-13,2020,4,Apr,13,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-14,2020,4,Apr,14,8.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-15,2020,4,Apr,15,4.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-16,2020,4,Apr,16,6.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-17,2020,4,Apr,17,4.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-18,2020,4,Apr,18,3.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2020-04-19,2020,4,Apr,19,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
