date,year,month,month_name,day,precipitation_mm,station,latitude,longitude,source
2016-07-02,2016,7,Jul,2,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-03,2016,7,Jul,3,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-04,2016,7,Jul,4,2.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-05,2016,7,Jul,5,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-06,2016,7,Jul,6,2.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-07,2016,7,Jul,7,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-08,2016,7,Jul,8,6.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-09,2016,7,Jul,9,10.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-10,2016,7,Jul,10,9.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-11,2016,7,Jul,11,5.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-12,2016,7,Jul,12,2.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-13,2016,7,Jul,13,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-14,2016,7,Jul,14,3.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-15,2016,7,Jul,15,5.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-16,2016,7,Jul,16,6.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-17,2016,7,Jul,17,6.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-18,2016,7,Jul,18,5.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-19,2016,7,Jul,19,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-20,2016,7,Jul,20,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-21,2016,7,Jul,21,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-22,2016,7,Jul,22,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-23,2016,7,Jul,23,3.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-24,2016,7,Jul,24,17.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-25,2016,7,Jul,25,10.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-26,2016,7,Jul,26,17.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-27,2016,7,Jul,27,23.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-28,2016,7,Jul,28,1.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-29,2016,7,Jul,29,7.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-30,2016,7,Jul,30,6.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-07-31,2016,7,Jul,31,6.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-01,2016,8,Aug,1,2.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-02,2016,8,Aug,2,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-03,2016,8,Aug,3,2.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-04,2016,8,Aug,4,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-05,2016,8,Aug,5,2.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-06,2016,8,Aug,6,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-07,2016,8,Aug,7,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-08,2016,8,Aug,8,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-09,2016,8,Aug,9,1.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-10,2016,8,Aug,10,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-11,2016,8,Aug,11,1.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-12,2016,8,Aug,12,5.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-13,2016,8,Aug,13,5.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-14,2016,8,Aug,14,2.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-15,2016,8,Aug,15,3.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-16,2016,8,Aug,16,5.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-17,2016,8,Aug,17,2.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-18,2016,8,Aug,18,2.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-19,2016,8,Aug,19,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-20,2016,8,Aug,20,3.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-21,2016,8,Aug,21,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-22,2016,8,Aug,22,13.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-23,2016,8,Aug,23,9.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-24,2016,8,Aug,24,2.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-25,2016,8,Aug,25,8.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-26,2016,8,Aug,26,11.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-27,2016,8,Aug,27,3.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-28,2016,8,Aug,28,2.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-29,2016,8,Aug,29,2.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-30,2016,8,Aug,30,15.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-08-31,2016,8,Aug,31,11.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-01,2016,9,Sep,1,6.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-02,2016,9,Sep,2,7.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-03,2016,9,Sep,3,5.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-04,2016,9,Sep,4,7.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-05,2016,9,Sep,5,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-06,2016,9,Sep,6,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-07,2016,9,Sep,7,0.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-08,2016,9,Sep,8,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-09,2016,9,Sep,9,2.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-10,2016,9,Sep,10,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-11,2016,9,Sep,11,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-12,2016,9,Sep,12,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-13,2016,9,Sep,13,2.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-14,2016,9,Sep,14,4.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-15,2016,9,Sep,15,6.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-16,2016,9,Sep,16,4.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-17,2016,9,Sep,17,5.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-18,2016,9,Sep,18,15.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-19,2016,9,Sep,19,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-20,2016,9,Sep,20,3.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-21,2016,9,Sep,21,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-22,2016,9,Sep,22,4.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-23,2016,9,Sep,23,2.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-24,2016,9,Sep,24,2.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-25,2016,9,Sep,25,4.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-26,2016,9,Sep,26,4.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-27,2016,9,Sep,27,1.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-28,2016,9,Sep,28,3.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-29,2016,9,Sep,29,6.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-09-30,2016,9,Sep,30,2.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-01,2016,10,Oct,1,2.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-02,2016,10,Oct,2,1.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-03,2016,10,Oct,3,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-04,2016,10,Oct,4,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-05,2016,10,Oct,5,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-06,2016,10,Oct,6,1.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-07,2016,10,Oct,7,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-08,2016,10,Oct,8,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-09,2016,10,Oct,9,3.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-10,2016,10,Oct,10,2.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-11,2016,10,Oct,11,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-12,2016,10,Oct,12,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-13,2016,10,Oct,13,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-14,2016,10,Oct,14,2.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-15,2016,10,Oct,15,15.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-16,2016,10,Oct,16,7.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-17,2016,10,Oct,17,8.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-18,2016,10,Oct,18,3.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-19,2016,10,Oct,19,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-20,2016,10,Oct,20,1.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-21,2016,10,Oct,21,4.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-22,2016,10,Oct,22,3.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-23,2016,10,Oct,23,8.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-24,2016,10,Oct,24,25.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-25,2016,10,Oct,25,4.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-26,2016,10,Oct,26,3.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-27,2016,10,Oct,27,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-28,2016,10,Oct,28,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-29,2016,10,Oct,29,5.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-30,2016,10,Oct,30,6.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-10-31,2016,10,Oct,31,13.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-01,2016,11,Nov,1,9.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-02,2016,11,Nov,2,9.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-03,2016,11,Nov,3,13.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-04,2016,11,Nov,4,27.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-05,2016,11,Nov,5,8.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-06,2016,11,Nov,6,11.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-07,2016,11,Nov,7,1.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-08,2016,11,Nov,8,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-09,2016,11,Nov,9,1.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-10,2016,11,Nov,10,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-11,2016,11,Nov,11,1.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-12,2016,11,Nov,12,6.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-13,2016,11,Nov,13,26.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-14,2016,11,Nov,14,10.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-15,2016,11,Nov,15,4.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-16,2016,11,Nov,16,18.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-17,2016,11,Nov,17,15.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-18,2016,11,Nov,18,5.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-19,2016,11,Nov,19,78.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-20,2016,11,Nov,20,24.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-21,2016,11,Nov,21,13.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-22,2016,11,Nov,22,18.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-23,2016,11,Nov,23,13.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-24,2016,11,Nov,24,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-25,2016,11,Nov,25,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-26,2016,11,Nov,26,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-27,2016,11,Nov,27,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-28,2016,11,Nov,28,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-29,2016,11,Nov,29,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-11-30,2016,11,Nov,30,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-01,2016,12,Dec,1,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-02,2016,12,Dec,2,0.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-03,2016,12,Dec,3,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-04,2016,12,Dec,4,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-05,2016,12,Dec,5,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-06,2016,12,Dec,6,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-07,2016,12,Dec,7,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-08,2016,12,Dec,8,5.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-09,2016,12,Dec,9,4.6,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-10,2016,12,Dec,10,1.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-11,2016,12,Dec,11,1.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-12,2016,12,Dec,12,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-13,2016,12,Dec,13,1.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-14,2016,12,Dec,14,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-15,2016,12,Dec,15,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-16,2016,12,Dec,16,0.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-17,2016,12,Dec,17,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-18,2016,12,Dec,18,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-19,2016,12,Dec,19,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-20,2016,12,Dec,20,5.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-21,2016,12,Dec,21,1.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-22,2016,12,Dec,22,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-23,2016,12,Dec,23,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-24,2016,12,Dec,24,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-25,2016,12,Dec,25,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-26,2016,12,Dec,26,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-27,2016,12,Dec,27,2.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-28,2016,12,Dec,28,16.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-29,2016,12,Dec,29,0.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-30,2016,12,Dec,30,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2016-12-31,2016,12,Dec,31,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-01,2017,1,Jan,1,4.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-02,2017,1,Jan,2,6.9,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-03,2017,1,Jan,3,0.5,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-04,2017,1,Jan,4,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-05,2017,1,Jan,5,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-06,2017,1,Jan,6,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-07,2017,1,Jan,7,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-08,2017,1,Jan,8,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-09,2017,1,Jan,9,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-10,2017,1,Jan,10,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-11,2017,1,Jan,11,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-12,2017,1,Jan,12,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-13,2017,1,Jan,13,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-14,2017,1,Jan,14,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-15,2017,1,Jan,15,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-16,2017,1,Jan,16,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-17,2017,1,Jan,17,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-18,2017,1,Jan,18,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-19,2017,1,Jan,19,0.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-20,2017,1,Jan,20,3.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-21,2017,1,Jan,21,0.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-22,2017,1,Jan,22,3.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-23,2017,1,Jan,23,1.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-24,2017,1,Jan,24,10.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-25,2017,1,Jan,25,5.3,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-26,2017,1,Jan,26,2.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-27,2017,1,Jan,27,18.2,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-28,2017,1,Jan,28,8.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-29,2017,1,Jan,29,5.7,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-30,2017,1,Jan,30,24.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-01-31,2017,1,Jan,31,0.8,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-01,2017,2,Feb,1,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-02,2017,2,Feb,2,0.1,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-03,2017,2,Feb,3,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-04,2017,2,Feb,4,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-05,2017,2,Feb,5,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-06,2017,2,Feb,6,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-07,2017,2,Feb,7,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-08,2017,2,Feb,8,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-09,2017,2,Feb,9,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-10,2017,2,Feb,10,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-11,2017,2,Feb,11,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-12,2017,2,Feb,12,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-13,2017,2,Feb,13,0.0,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
2017-02-14,2017,2,Feb,14,5.4,Colombo,6.9271,79.8612,Open-Meteo Historical API (ERA5 reanalysis)
